Action,Description,Filter,Message,Name,RegEx,Sev,ThresholdPerDay,ThresholdPerMin
It is recommended to open a case with a TAC.,The Packet Forwarding Engine process(pfed) could not retrieve Packet Forwarding Engine notification statistics.,N,USER-4-PFED_NOTIFICATION_STATS_FAILED,USER-4-PFED_NOTIFICATION_STATS_FAILED,*USER-4-PFED_NOTIFICATION_STATS_FAILED*,4,0,0
Copy the message and contact CISCO TAC,Informational message,Y,USER-4-SYSTEM_MSG,USER-4-SYSTEM_MSG,*USER-4-SYSTEM_MSG*,4,0,0
No action is required.,Kernel messages provide additional information about the applications and help debug application errors.,Y,USER-5-SYSTEM_MSG,USER-5-SYSTEM_MSG,*USER-5-SYSTEM_MSG*,5,0,0
No action is required.,This is an informational message.,Y,USER-6-INFO,USER-6-INFO,*USER-6-INFO*,6,0,0
This is an informational message only.,This message is seen when portions of the password hash have been replaced with <! snip! >.,Y,USER-6-SYSTEM_MSG,USER-6-SYSTEM_MSG,*USER-6-SYSTEM_MSG*,6,0,0
Reseat the line card and revert.,This log indicates that US-JIB device init failed.,N,USJIB-3-INITIALIZATION_FAILED,USJIB-3-INITIALIZATION_FAILED,*USJIB-3-INITIALIZATION_FAILED*,3,0,0
Monitor the card for 24 hours. If the message recurs it is recommended to open a case with a TAC.,This message indicate that only one SEU error occurred and history shows no previous issues for this card. This is because the specific slot of a card has crashed due to JIB RLDRAM uncorrectable error.,N,USJIB-3-NMI_INT,USJIB-3-NMI_INT,*USJIB-3-NMI_INT*,3,0,0
"If this message is seen,then,reset the modem to recover",A number of modems are online but IPv6 unpingable. A ping to modem shows DS counters incrementing but US do not.,N,USJIB-3-NON_CRIT_INTR,USJIB-3-NON_CRIT_INTR,*USJIB-3-NON_CRIT_INTR*device*,3,0,0
Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com cisco web support index.html. ,This message indicates that L2ROAM List update time cannot be unintialized.,N,USMDB-3-MSGTAG039,USMDB-3-MSGTAG039,*USMDB-3-MSGTAG039*,3,0,0
Copy the message exactly as it appears on the console or in the system log. Contact TAC.,Error on call to sysapiRegistryGet routine with keyUDI_PID.,Y,USMDB-6-MSGTAG007,USMDB-6-MSGTAG007,*USMDB-6-MSGTAG007*,6,0,0
Copy the message exactly as it appears on the console or in the system log. Contact TAC.,Error on call to sysapiRegistryGet routine with keyUDI_VID.,Y,USMDB-6-MSGTAG008,USMDB-6-MSGTAG008,*USMDB-6-MSGTAG008*,6,0,0
Copy the message and contact CISCO TAC,Setting hardware time to [dec] [dec] [dec] [dec]:[dec]:[dec],Y,USMDB-6-MSGTAG018,USMDB-6-MSGTAG018,*USMDB-6-MSGTAG018*,6,0,0
There is no workaround.,This symptom was observed during scalability testing of a large number (over 2000) of PPP sessions being brought up and torn down continuously.,N,UTIL-3-IDTREE_TRACE,UTIL-3-IDTREE_TRACE,*UTIL-3-IDTREE_TRACE*,3,0,0
This is an informational message. No action required.,This message indicates that pseudo-random number was generated twice in succession.,Y,UTIL-6-RANDOM,UTIL-6-RANDOM,*UTIL-6-RANDOM*,6,0,0
Suggestion is to Verify ping works both ways. Check the arp entries. Try changing the mgmt-ip assigned to D6.,Failed to connect to D6 server after Supervisor Switch over. This error most likely occured due to routing issue or server did not handle the second connection request.,N,VD6-2-CONNECT_FAILED_AFTER_SSO,VD6-2-CONNECT_FAILED_AFTER_SSO,*VD6-2-CONNECT_FAILED_AFTER_SSO*,2,0,0
"In order to resolve this issue, first verify the ping works both ways. Check the arp entries. Try to resolve by changing the mgmt-ip assigned to D6.",Failed to connect to D6 server after Supervisor Switch over. This error most likely occured due to routing issue or server did not handle the second connection request.,N,VD6-3-CONNECT_FAILED_AFTER_SSO,VD6-3-CONNECT_FAILED_AFTER_SSO,*VD6-3-CONNECT_FAILED_AFTER_SSO*,3,0,0
"Check the configuration, if error persists contact TAC.","Server connection terminated. This error occurred due to configuration change, D6 server issue or network issue.",N,VD6-3-CONNECTION_CLOSED_BY_LED,VD6-3-CONNECTION_CLOSED_BY_LED,*VD6-3-CONNECTION_CLOSED_BY_LED*,3,0,0
Check the D6 server connection and its status.,"This error indicates that the connection closed at the Server side. This error occured due to configuration change, D6 server issue or network issue.",N,VD6-3-CONNECTION_CLOSED_BY_SERVER,VD6-3-CONNECTION_CLOSED_BY_SERVER,*VD6-3-CONNECTION_CLOSED_BY_SERVER*,3,0,0
"In such cases, shut and no shut the port-channel after sometime and check the D6 server connection status.","The hold timer expiration log message displayed exactly after the timer expired. Once the uplink is back, FIN received for socket which was used earlier by D6 and so D6 connection termination log messages displayed.",N,VD6-3-HOLD_TIME_EXPIRED,VD6-3-HOLD_TIME_EXPIRED,*VD6-3-HOLD_TIME_EXPIRED*,3,0,0
Recommend to check the connection and show interface cmd for errors. Verify QAM hostname matches in CEM.,The received message was either incomplete or contains invalid data. The connection will be closed and retired. This error most likely occurred due to D6 server issue or network issue.,N,VD6-3-INVALID_MSG_FROM_SERVER,VD6-3-INVALID_MSG_FROM_SERVER,*VD6-3-INVALID_MSG_FROM_SERVER*,3,0,0
Check the connection and show interface cmd for errors.,Message indicates Failed to send D6 message to server. This error occurs likely due to configuration change or network issue.,N,VD6-3-SEND_MESSAGE_FAILED,VD6-3-SEND_MESSAGE_FAILED,*VD6-3-SEND_MESSAGE_FAILED*,3,0,0
A critical error has been hit within vdc_mgr. Check show vdc to determine the state of the vdcs.,Vdc_mgr has hit a critical error.,N,VDC_MGR-2-VDC_CRITICAL,VDC_MGR-2-VDC_CRITICAL,*VDC_MGR-2-VDC_CRITICAL*default vdc failed*,2,0,0
No action is required.,This means VDC_MGR-2-VDC_OFFLINE.,Y,VDC_MGR-2-VDC_OFFLINE,VDC_MGR-2-VDC_OFFLINE,*VDC_MGR-2-VDC_OFFLINE*,2,0,0
This is an informational message only. No action is required.,This message appears when VDC (Virtual Device Contexts) manager has finished creating a VDC and it is ready to use.,Y,VDC_MGR-2-VDC_ONLINE,VDC_MGR-2-VDC_ONLINE,*VDC_MGR-2-VDC_ONLINE*,2,0,0
Allocate interfaces to a vdc that supports this module type or change the current vdc to support this module type via the limit-resource module-type command,The module is of a type unsupported by the current vdc(virtual device contexts). You can see port membership by  show vdc membership  and check the current vdc s configuration via  show vdc ,N,VDC_MGR-2-VDC_UNALLOCATED,VDC_MGR-2-VDC_UNALLOCATED,*VDC_MGR-2-VDC_UNALLOCATED*,2,0,0
Vdc_mgr will attempt to correct the error at hand.,Vdc_mgr has received bad data but will try to continue.,N,VDC_MGR-3-VDC_ERROR,VDC_MGR-3-VDC_ERROR,*VDC_MGR-3-VDC_ERROR*failure at gim*,3,0,0
No action is required.,The vdc with id listed no longer exists,Y,VDC_MGR-5-VDC_DELETED,VDC_MGR-5-VDC_DELETED,*VDC_MGR-5-VDC_DELETED*,5,0,0
No action required this is an informational message.,This message indicates the Host name for a vdc has changed.,N,VDC_MGR-5-VDC_HOSTNAME_CHANGE,VDC_MGR-5-VDC_HOSTNAME_CHANGE,*VDC_MGR-5-VDC_HOSTNAME_CHANGE*,5,0,0
No action is required.,A new interface has been added to this VDC (Virtual Device Context).,Y,VDC_MGR-5-VDC_MEMBERSHIP_ADD,VDC_MGR-5-VDC_MEMBERSHIP_ADD,*VDC_MGR-5-VDC_MEMBERSHIP_ADD*,5,0,0
NA, NA,Y,VDC_MGR-5-VDC_MEMBERSHIP_DELETE,VDC_MGR-5-VDC_MEMBERSHIP_DELETE,*VDC_MGR-5-VDC_MEMBERSHIP_DELETE*,5,0,0
No action required.,Vdc module has been changed,N,VDC_MGR-5-VDC_MODULETYPE,VDC_MGR-5-VDC_MODULETYPE,*VDC_MGR-5-VDC_MODULETYPE*,5,0,0
Workaround is to reboot of hosts and upgrading drivers.,"On Nexus 1000v version (5.2(1)SV3(1.1)) 13 hosts went missing due to heartbeat 
loss. There are still 12 VEMs attached to N1k Hardware is Dell Chassis and VMware 5.5U2
L2 mode, 3502 is Control VLAN, MAC-pining mode.",N,VEM_MGR-2-MOD_DELETED,VEM_MGR-2-MOD_DELETED,*VEM_MGR-2-MOD_DELETED*,2,0,0
Use the VEM troubleshooting guidelines to bring the module back online.,The interface carrying system VLANs for the module has gone down for one of the following reasons: 1- System interfaces were removed from the DVS on vCenter Server. 2- The module was powered down. 3-There is a general loss of connectivity to the module.,N,VEM_MGR-2-MOD_OFFLINE,VEM_MGR-2-MOD_OFFLINE,*VEM_MGR-2-MOD_OFFLINE*,2,0,0
"Check the other logs along with this message, and verify the up module in CLI and proceed accordingly.","VEM module dropped out of VSM, but it came back and it is showing up status.",N,VEM_MGR-2-MOD_ONLINE,VEM_MGR-2-MOD_ONLINE,*VEM_MGR-2-MOD_ONLINE*,2,0,0
This is an informational message so the action is required.,This message indicates the Virtual Ethernet module (VEM) is detected.,Y,VEM_MGR-2-VEM_MGR_DETECTED,VEM_MGR-2-VEM_MGR_DETECTED,*VEM_MGR-2-VEM_MGR_DETECTED*,2,0,0
"ESXi will always use the lowest numbered vmk for outgoing packets. If this is not the control vmk, heartbeats will be dropped as soon as its MAC table entry on the Dell M8024 ages out or there s a MAC move, which is the case when you move the VSM to the other server. The best practice is to use the management interface for control with svs mode L3 interface Mgmt0 so you don t have to create a separate vethernet port profile for a control vmk.",Removing VEM ( Virtual Ethernet Module) because heartbeats lost,N,VEM_MGR-2-VEM_MGR_REMOVE_NO_HB,VEM_MGR-2-VEM_MGR_REMOVE_NO_HB,*VEM_MGR-2-VEM_MGR_REMOVE_NO_HB*,2,0,0
Set or ClearCheck QAM IP and hostname in CEM server GUI. Check connectivity between PME Management IP and CEM IP address. Verify QAM Management IP configuration in CEM. Verify QAM hostname matches in CEM.,CEM connectivity Lost. An active CEM connection to CBR8 CEM Management IP was lost.,N,VEMAN-3-CEM_CONNECTION_LOST,VEMAN-3-CEM_CONNECTION_LOST,*VEMAN-3-CEM_CONNECTION_LOST*,3,0,0
Set or ClearConfirm that the service is present on the input and ECMG is properly connected.,"This is likely an input stream issue. Either service is not present, so there are no components to scramble, or there is a problem with ECM retrieval from ECMG or with CW retrieval. This is only an informational message saying that Program Map Table (PMT) flowing from your video source to the clients was referencing a program number which was not present in transport stream, likely an input stream issue.",N,VEMAN-3-CLEAR_EXTENSION,VEMAN-3-CLEAR_EXTENSION,*VEMAN-3-CLEAR_EXTENSION*,3,0,0
"In order to resolve this issue, Set or ClearCheck the configuration and status of the external EIS. 
",This message is occurred when the CBR is unable to connect to the peer EIS. Connection to the EIS has timed out or can not be established.,N,VEMAN-3-CONNECTION_LOST,VEMAN-3-CONNECTION_LOST,*VEMAN-3-CONNECTION_LOST*,3,0,0
Set or ClearConfirm the service is present on input and does not exceed the maximum allowed input PIDs.¬†,Encryption requested an ECM PID from the Video process and did not receive one,N,VEMAN-3-PID_COULD_NOT_BE_ALLOCATED,VEMAN-3-PID_COULD_NOT_BE_ALLOCATED,*VEMAN-3-PID_COULD_NOT_BE_ALLOCATED*Alarm*,3,0,0
"This is an informational message, no action required.",VFI status has changed.,N,VFI-6-VFI_STATUS_CHANGED,VFI-6-VFI_STATUS_CHANGED,*VFI-6-VFI_STATUS_CHANGED*,6,0,0
Use LCHA line card switchover to restore service. Configure line card for LCHA to automatically recover service for I-CCAP line card.,"This message indicates line card CPU Packet Output (PKO) processing unit pauses indefinitely, stopping video and DOCSIS control traffic output. The PKO is the CPU s DMA engine to output packets from memory to its interfaces.",N,VIDMAN-2-VIDEO_ILK_PKO_ERROR,VIDMAN-2-VIDEO_ILK_PKO_ERROR,*VIDMAN-2-VIDEO_ILK_PKO_ERROR*,2,0,0
Copy the message exactly as it appears on the console and contact Cisco TAC team for further analysis., Video software failed to send message to the peer. This is an internal software error.,N,VIDMAN-3-IPC_SEND_FAILED,VIDMAN-3-IPC_SEND_FAILED,*VIDMAN-3-IPC_SEND_FAILED*,3,0,0
"Retrieve and record the error message and other related information exactly as it appears on the console and or the system log and IOS log. Search for resolved software issues using the Bug Search Tool: https: bst.cloudapps.cisco.com bugsearch . If still require assistance, open a case with the Technical Assistance Center: https: mycase.cloudapps.cisco.com start, or contact your Cisco technical support representative and provide the representative with the gathered information.",This is an internal software error. It is occurred when an unexpected LCHA go-hot message received. LCRED_UNEXPECTED_GO_HOT: Unexpected linecard redundancy msg indicates SUP is sending messages to LC before it is ready.,N,VIDMAN-3-LCRED_UNEXPECTED_GO_HOT,VIDMAN-3-LCRED_UNEXPECTED_GO_HOT,*VIDMAN-3-LCRED_UNEXPECTED_GO_HOT*,3,0,0
"Retrieve and record the error message, if error persists contact TAC.",Due to invalid line card configuration video command has received bad primary ID.,N,VIDMAN-3-VIDEO_BAD_PRIMARY_ID,VIDMAN-3-VIDEO_BAD_PRIMARY_ID,*VIDMAN-3-VIDEO_BAD_PRIMARY_ID*,3,0,0
"In such cases, Inspect video input streams and or source configuration. Video input streams and or source configuration. ",Bad section number found in PAT. This is likely an input stream issue.,N,VIDMAN-3-VIDEO_BAD_PSI_SECTION_NUM,VIDMAN-3-VIDEO_BAD_PSI_SECTION_NUM,*VIDMAN-3-VIDEO_BAD_PSI_SECTION_NUM*,3,0,0
Inspect video input streams and or source configuration.,Table other than PAT is found on pid 0. This is an input stream issue.,N,VIDMAN-3-VIDEO_BAD_TABLE_IN_PAT,VIDMAN-3-VIDEO_BAD_TABLE_IN_PAT,*VIDMAN-3-VIDEO_BAD_TABLE_IN_PAT*,3,0,0
 Check the LED configuration on the RP to see if the operation is supported. ,Video software fails to handle a video configure message. This is a possible cBR8 provisioning error.,N,VIDMAN-3-VIDEO_COMMAND_FAILED,VIDMAN-3-VIDEO_COMMAND_FAILED,*VIDMAN-3-VIDEO_COMMAND_FAILED*,3,0,0
Retrieve and record the error message and other related information exactly as it appears on the console and or the system log and IOS log. Search for resolved software issues using the Bug Search Tool: https: bst.cloudapps.cisco.com bugsearch .,This is an internal software error. Video software fails to allocate an output video flow.,N,VIDMAN-3-VIDEO_FLOW_ALLOC_FAILED,VIDMAN-3-VIDEO_FLOW_ALLOC_FAILED,*VIDMAN-3-VIDEO_FLOW_ALLOC_FAILED*,3,0,0
Inspect video input streams and or source configuration. ,Video program not found on the PMT pid. This is likely an input stream issue.,N,VIDMAN-3-VIDEO_PMT_NOT_FOUND,VIDMAN-3-VIDEO_PMT_NOT_FOUND,*VIDMAN-3-VIDEO_PMT_NOT_FOUND*,3,0,0
"The action need to be taken against this error is, first inspect video input streams and or source configuration. Make sure programs to be edge-encrypted are not already encrypted.",This error message indicates that a program to be encrypted is blocked because the input program contains CA descriptor. This is likely an input stream issue.,N,VIDMAN-3-VIDEO_PROG_CA_BLOCKED,VIDMAN-3-VIDEO_PROG_CA_BLOCKED,*VIDMAN-3-VIDEO_PROG_CA_BLOCKED*,3,0,0
